longest_common_substring,longest_common_subsequence,greedy_string_tiling,2_gram_char,3_gram_char,4_gram_char,1_gram_word_Jaccard,3_gram_word_Jaccard,4_gram_word_Jaccard,2_gram_word_Jaccard_without_SW,4_gram_word_Jaccard_without_SW,1_gram_word_Containment_without_SW_a,2_gram_word_Containment_without_SW_a,1_gram_word_Containment_without_SW_b,2_gram_word_Containment_without_SW_b,average_similarity,lexical_substitution_system,pathlen_similarity,lin_similarity,wordnet_augmented_overlap,wordnet_augmented_word_overlap,weighted_word_overlap,pos_2_ngram_overlap,pos_3_ngram_overlap,pos_4_ngram_overlap
4.248495242049359,4.584967478670572,4.248495242049359,0.6144213305809049,0.722290469065958,0.6325303921312374,0.5333333333333333,0.29479954022064486,0.2803019651541583,0.36772478012531734,0.375,0.5625,0.5333333333333333,0.75,0.7272727272727273,0.6336580086580087,0.4097133324026611,0.23351774889989518,0.2464989393567573,0.73797497061866,0.3543650273174844,0.7051613476639509,1.1020408163265307,1.1063829787234043,1.1111111111111112
3.2188758248682006,3.912023005428146,3.2188758248682006,-0.21241045291811922,0.5157266969762432,0.4618802153517006,0.3888888888888888,0.04652001563489284,0.0,0.26826398659467937,0.1818181818181817,0.8571428571428571,0.6666666666666666,0.5,0.3636363636363636,0.7803626713843432,-1.0139622083755304,0.2082887759123714,0.26072861080118587,-0.47755712467109307,-0.9349389760522514,0.590277149972002,0.75,0.7272727272727273,0.7
3.258096538021482,3.970291913552122,3.258096538021482,-0.019561035207085763,0.5477818123933694,0.4348282767393361,0.3333333333333333,0.0714589639821449,0.037740327982846975,0.0571584138399486,0.0,0.5555555555555556,0.125,0.4545454545454545,0.1,0.5745248538011696,0.6054858830296062,0.19417406582747562,0.26466199571326815,0.07326741411983975,-0.5445696409266977,0.4783380763607024,0.967741935483871,0.9655172413793104,0.962962962962963
4.8283137373023015,4.852030263919617,4.8283137373023015,1.6284778308756067,0.8520090152016779,0.8275557291496974,0.6071428571428572,0.4554755286828257,0.44468582126144574,0.44183275227903923,0.5,0.9166666666666666,0.9090909090909092,0.6111111111111112,0.5882352941176471,0.8271604938271605,0.6513109019699063,0.21332498786920723,0.1780260730124445,0.3655952184775622,0.42794169770059237,0.7997111811660128,0.7906976744186047,0.7804878048780488,0.7692307692307692
3.044522437723423,4.060443010546419,3.044522437723423,-0.5809121504375113,0.3673554389302848,0.2821440468234175,0.1923076923076923,0.0,0.0,0.048790164169432,0.0,0.25,0.0909090909090909,0.2727272727272727,0.1,0.547487230186192,-1.259024561377409,0.19360683299199802,0.20621508298676264,0.05921296906973914,-1.734120851728745,0.2695865564683087,1.103448275862069,1.1111111111111112,1.12
2.5649493574615367,3.871201010907891,2.5649493574615367,-1.0485018292898405,0.2255702858690134,0.1515325460564539,0.1785714285714286,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.2727272727272727,0.0,0.5795360195360195,-0.9207077190438059,0.1970992728440172,0.20514218751348604,-1.5483244155604672,-1.997800198582678,0.26782470391542024,0.9032258064516128,0.896551724137931,0.8888888888888888
2.8903717578961645,4.31748811353631,2.8903717578961645,-0.3665505540930055,0.4131556823887714,0.3159993152316803,0.3939393939393939,0.021978906718775223,0.0,0.07410797215372177,0.0,0.6153846153846154,0.1666666666666666,0.4705882352941176,0.125,0.7426352339181288,0.22887119957377472,0.1884435335694667,0.16197367160034942,1.262688787753424,-0.29040037684726916,0.5974944217650616,0.9583333333333334,0.9565217391304348,0.9545454545454544
3.6375861597263857,4.442651256490317,3.6375861597263857,0.9521460507156086,0.6886615587844477,0.6184200991468378,0.5555555555555556,0.19782574332991987,0.1451820098444979,0.2513144282809061,0.0952380952380952,0.7142857142857143,0.4615384615384615,0.6666666666666666,0.4285714285714285,0.6275000000000001,0.5672379723458202,0.2208168344364323,0.21068589433546303,-0.250189031799805,0.9852940320930844,0.6997703901348951,0.9268292682926828,0.923076923076923,0.9189189189189187
3.4011973816621555,4.276666119016055,3.4011973816621555,0.11741741733716247,0.647275457005268,0.5957007954930091,0.55,0.15415067982725825,0.0800427076735364,0.17185025692665923,0.0,0.6363636363636364,0.3,0.7,0.3333333333333333,0.690625,0.7798756550044905,0.19722186930674623,0.1476437414960372,0.16438352550844687,0.2824577621066882,0.7491448699568951,1.0,1.0,1.0
3.1354942159291497,4.219507705176107,3.1354942159291497,-0.48517482721828187,0.439435374402041,0.3703536708077541,0.4,0.06453852113757111,0.0,0.05406722127027572,0.0,0.5,0.1,0.5,0.1111111111111111,0.7214960058097313,-1.1478825567025044,0.22905376243049128,0.23953617630844518,-0.02283736778262926,-0.5476007825992595,0.5234353567680925,1.0,1.0,1.0
